incident_id,created_date,resolved_date,priority,category,assigned_team,sla_breached,reopen_count,resolution_minutes
1380,2024-06-10 20:48:00,2024-06-11 05:28:00,Medium,Application,App_Team,1,0,520
1381,2024-02-08 22:54:00,2024-02-09 11:40:00,Low,Application,Infra_Team,1,0,766
1382,2024-03-10 20:52:00,2024-03-10 21:54:00,Medium,Application,Security_Team,1,0,62
1383,2024-01-05 06:59:00,2024-01-05 07:25:00,Medium,Security,Security_Team,0,0,26
1384,2024-02-26 00:53:00,2024-02-26 07:25:00,Medium,Application,App_Team,1,1,392
1385,2024-05-06 01:41:00,2024-05-06 03:59:00,High,Application,DB_Team,1,0,138
1386,2024-03-11 18:23:00,2024-03-11 22:28:00,Low,Application,Security_Team,0,0,245
1387,2024-01-10 01:40:00,2024-01-10 05:07:00,Low,Application,Support_Team,0,0,207
1388,2024-01-11 10:39:00,2024-01-11 12:11:00,High,Application,Security_Team,1,0,92
1389,2024-01-07 16:56:00,2024-01-07 22:10:00,Low,Database,Infra_Team,0,1,314
1390,2024-04-10 04:56:00,2024-04-10 05:40:00,High,Application,Infra_Team,1,2,44
1391,2024-02-01 02:30:00,2024-02-01 03:22:00,High,Network,App_Team,1,0,52
1392,2024-03-27 13:15:00,2024-03-28 06:14:00,Medium,Application,Infra_Team,1,1,1019
1393,2024-02-29 21:43:00,2024-03-01 00:42:00,Medium,Access,App_Team,1,0,179
1394,2024-05-11 12:25:00,2024-05-11 16:36:00,Medium,Application,DB_Team,1,0,251
1395,2024-04-16 22:08:00,2024-04-17 21:37:00,Low,Application,Infra_Team,1,0,1409
1396,2024-04-10 05:20:00,2024-04-10 16:15:00,Medium,Application,App_Team,1,1,655
1397,2024-04-20 05:51:00,2024-04-20 12:47:00,Low,Database,Support_Team,0,0,416
1398,2024-03-05 23:30:00,2024-03-06 00:32:00,Medium,Application,DB_Team,1,0,62
1399,2024-06-15 09:16:00,2024-06-15 11:38:00,Low,Database,Infra_Team,0,0,142
1400,2024-02-13 17:26:00,2024-02-13 18:59:00,Medium,Application,Support_Team,1,0,93
1401,2024-03-14 23:43:00,2024-03-15 00:04:00,High,Application,App_Team,1,0,21
1402,2024-01-20 08:57:00,2024-01-20 11:29:00,High,Access,App_Team,1,0,152
1403,2024-05-20 06:13:00,2024-05-20 07:39:00,High,Access,App_Team,1,0,86
1404,2024-05-13 09:44:00,2024-05-13 10:15:00,Medium,Application,Infra_Team,0,0,31
1405,2024-01-01 19:05:00,2024-01-01 20:10:00,Medium,Database,DB_Team,1,1,65
1406,2024-04-25 05:52:00,2024-04-25 06:44:00,High,Application,DB_Team,1,0,52
1407,2024-01-06 04:18:00,2024-01-06 07:19:00,Low,Network,Support_Team,0,0,181
1408,2024-04-30 08:49:00,2024-04-30 14:25:00,Medium,Network,Support_Team,1,0,336
1409,2024-05-01 03:52:00,2024-05-01 04:13:00,Medium,Security,App_Team,0,0,21
1410,2024-03-29 11:22:00,2024-03-29 14:34:00,Low,Application,Security_Team,0,0,192
1411,2024-05-14 11:34:00,2024-05-16 02:09:00,Low,Network,Infra_Team,1,0,2315
1412,2024-06-09 16:31:00,2024-06-09 21:24:00,Medium,Application,App_Team,1,0,293
1413,2024-02-05 12:11:00,2024-02-05 15:32:00,Medium,Application,Security_Team,1,0,201
1414,2024-02-10 12:01:00,2024-02-10 19:10:00,Medium,Network,DB_Team,1,0,429
1415,2024-02-10 23:45:00,2024-02-11 00:52:00,Medium,Security,App_Team,1,0,67
1416,2024-03-21 01:51:00,2024-03-21 08:13:00,Low,Security,Infra_Team,0,1,382
1417,2024-05-22 00:42:00,2024-05-22 05:15:00,Medium,Network,DB_Team,1,0,273
1418,2024-04-16 04:41:00,2024-04-16 10:15:00,Medium,Security,DB_Team,1,0,334
1419,2024-02-03 10:48:00,2024-02-03 15:44:00,Low,Application,Support_Team,0,0,296
1420,2024-04-09 13:20:00,2024-04-10 03:28:00,Low,Security,Infra_Team,1,0,848
1421,2024-06-27 12:26:00,2024-06-27 18:24:00,Low,Database,Security_Team,0,1,358
1422,2024-03-10 14:06:00,2024-03-10 18:21:00,Medium,Database,Support_Team,1,0,255
1423,2024-01-11 17:35:00,2024-01-11 17:48:00,Low,Access,App_Team,0,1,13
1424,2024-03-07 16:46:00,2024-03-08 00:28:00,Low,Application,Infra_Team,0,0,462
1425,2024-04-03 18:34:00,2024-04-04 00:30:00,Medium,Application,Infra_Team,1,0,356
1426,2024-04-25 04:32:00,2024-04-25 08:02:00,Low,Network,App_Team,0,0,210
1427,2024-04-01 02:10:00,2024-04-01 09:52:00,Medium,Database,Infra_Team,1,0,462
1428,2024-03-01 16:46:00,2024-03-01 20:23:00,High,Application,App_Team,1,1,217
1429,2024-04-04 01:12:00,2024-04-04 09:09:00,Low,Access,DB_Team,0,0,477
1430,2024-05-10 11:23:00,2024-05-10 14:31:00,High,Application,Security_Team,1,0,188
1431,2024-04-25 02:16:00,2024-04-25 04:41:00,Low,Application,Support_Team,0,2,145
1432,2024-04-24 05:53:00,2024-04-24 06:49:00,Low,Application,App_Team,0,0,56
1433,2024-05-17 09:27:00,2024-05-18 04:58:00,Low,Network,Security_Team,1,1,1171
1434,2024-02-07 00:14:00,2024-02-07 01:03:00,Low,Application,App_Team,0,1,49
1435,2024-01-30 09:42:00,2024-01-30 19:03:00,Low,Application,App_Team,0,1,561
1436,2024-01-06 22:06:00,2024-01-07 00:11:00,High,Application,Security_Team,1,0,125
1437,2024-04-23 22:04:00,2024-04-24 00:53:00,Medium,Application,App_Team,1,1,169
1438,2024-06-07 16:25:00,2024-06-09 03:38:00,Medium,Database,Security_Team,1,0,2113
1439,2024-05-08 19:04:00,2024-05-08 19:50:00,High,Database,Infra_Team,1,0,46
1440,2024-02-24 13:03:00,2024-02-24 18:13:00,Low,Security,DB_Team,0,0,310
1441,2024-01-10 06:59:00,2024-01-10 07:24:00,Medium,Security,Security_Team,0,0,25
1442,2024-05-10 19:47:00,2024-05-11 03:16:00,Low,Security,App_Team,0,0,449
1443,2024-06-23 02:12:00,2024-06-23 15:01:00,Low,Security,App_Team,1,0,769
1444,2024-02-25 17:38:00,2024-02-25 17:44:00,Low,Application,Infra_Team,0,0,6
1445,2024-03-31 04:01:00,2024-03-31 17:01:00,Low,Access,Infra_Team,1,0,780
1446,2024-03-25 00:48:00,2024-03-25 00:51:00,Low,Access,Security_Team,0,1,3
1447,2024-03-21 21:49:00,2024-03-22 07:21:00,Low,Network,Security_Team,0,0,572
1448,2024-06-05 20:49:00,2024-06-05 23:43:00,High,Network,Infra_Team,1,0,174
1449,2024-03-13 17:07:00,2024-03-14 11:23:00,Low,Security,Support_Team,1,1,1096
1450,2024-04-14 21:46:00,2024-04-15 02:08:00,Medium,Application,Security_Team,1,0,262
1451,2024-03-06 20:53:00,2024-03-07 10:13:00,Low,Access,Security_Team,1,0,800
1452,2024-03-19 19:08:00,2024-03-20 11:24:00,Low,Security,Infra_Team,1,0,976
1453,2024-01-19 12:21:00,2024-01-19 14:57:00,Low,Access,Security_Team,0,1,156
1454,2024-04-02 06:32:00,2024-04-03 11:11:00,Low,Application,Security_Team,1,1,1719
1455,2024-03-16 16:42:00,2024-03-17 05:26:00,Low,Application,Support_Team,1,1,764
1456,2024-06-27 20:23:00,2024-06-28 02:23:00,Medium,Application,Support_Team,1,0,360
1457,2024-03-29 03:33:00,2024-03-29 04:50:00,High,Application,App_Team,1,0,77
1458,2024-03-14 04:40:00,2024-03-14 08:27:00,Low,Application,App_Team,0,0,227
1459,2024-01-19 15:02:00,2024-01-19 17:17:00,Medium,Application,App_Team,1,0,135
1460,2024-02-07 05:14:00,2024-02-07 06:41:00,Medium,Application,App_Team,1,0,87
1461,2024-04-17 17:02:00,2024-04-17 21:48:00,High,Database,App_Team,1,0,286
1462,2024-02-05 08:57:00,2024-02-05 10:11:00,Medium,Security,App_Team,1,0,74
1463,2024-02-15 21:08:00,2024-02-16 11:25:00,Low,Network,Support_Team,1,0,857
1464,2024-02-19 02:42:00,2024-02-19 06:09:00,High,Application,DB_Team,1,0,207
1465,2024-02-14 01:37:00,2024-02-14 11:09:00,Medium,Network,Support_Team,1,0,572
1466,2024-05-29 11:31:00,2024-05-30 01:39:00,Low,Access,App_Team,1,0,848
1467,2024-05-22 17:31:00,2024-05-22 23:06:00,High,Application,Infra_Team,1,0,335
1468,2024-03-28 03:11:00,2024-03-28 07:53:00,Low,Security,App_Team,0,0,282
1469,2024-04-18 09:49:00,2024-04-18 11:05:00,Medium,Network,Support_Team,1,0,76
1470,2024-01-19 13:27:00,2024-01-19 16:24:00,Low,Application,Security_Team,0,0,177
1471,2024-06-25 11:10:00,2024-06-25 14:51:00,Low,Application,DB_Team,0,0,221
1472,2024-03-07 23:30:00,2024-03-08 19:44:00,Low,Application,DB_Team,1,1,1214
1473,2024-02-02 00:10:00,2024-02-02 02:39:00,Low,Application,Infra_Team,0,0,149
1474,2024-02-22 21:28:00,2024-02-23 04:40:00,Medium,Database,DB_Team,1,0,432
1475,2024-02-12 01:39:00,2024-02-12 08:26:00,Low,Application,App_Team,0,0,407
1476,2024-02-19 16:32:00,2024-02-19 20:08:00,Low,Network,Support_Team,0,0,216
1477,2024-05-16 16:42:00,2024-05-17 05:22:00,Medium,Application,DB_Team,1,0,760
1478,2024-04-28 19:20:00,2024-04-28 20:57:00,High,Application,DB_Team,1,0,97
1479,2024-01-28 17:55:00,2024-01-29 07:06:00,Low,Application,DB_Team,1,0,791
1480,2024-05-27 21:19:00,2024-05-29 00:42:00,Low,Application,Security_Team,1,1,1643
1481,2024-06-15 15:18:00,2024-06-16 19:02:00,Low,Database,DB_Team,1,2,1664
1482,2024-01-03 07:50:00,2024-01-03 11:16:00,Low,Access,Infra_Team,0,0,206
1483,2024-04-15 04:12:00,2024-04-15 04:37:00,Medium,Security,Security_Team,0,0,25
1484,2024-03-28 01:32:00,2024-03-28 15:08:00,High,Application,DB_Team,1,0,816
1485,2024-03-15 21:16:00,2024-03-16 13:48:00,Low,Network,Support_Team,1,1,992
1486,2024-06-25 23:28:00,2024-06-27 11:43:00,Medium,Network,App_Team,1,0,2175
1487,2024-01-09 18:11:00,2024-01-09 18:40:00,Low,Security,Infra_Team,0,0,29
1488,2024-05-14 20:35:00,2024-05-14 21:25:00,Medium,Application,Infra_Team,0,0,50
1489,2024-02-13 14:07:00,2024-02-13 19:28:00,Low,Database,Support_Team,0,1,321
1490,2024-05-29 00:00:00,2024-05-29 00:45:00,High,Network,Infra_Team,1,0,45
1491,2024-02-24 00:13:00,2024-02-24 00:44:00,High,Application,Support_Team,1,0,31
1492,2024-04-28 10:16:00,2024-04-28 18:56:00,Medium,Security,DB_Team,1,0,520
1493,2024-01-21 02:54:00,2024-01-21 05:46:00,High,Database,Infra_Team,1,0,172
1494,2024-06-09 05:28:00,2024-06-10 03:14:00,Low,Application,Infra_Team,1,0,1306
1495,2024-01-20 11:43:00,2024-01-20 16:41:00,Medium,Application,Infra_Team,1,0,298
1496,2024-01-04 21:58:00,2024-01-05 21:56:00,Low,Access,Security_Team,1,0,1438
1497,2024-04-06 13:58:00,2024-04-07 00:24:00,Low,Application,Security_Team,1,2,626
1498,2024-06-03 15:59:00,2024-06-04 06:43:00,Low,Application,DB_Team,1,0,884
1499,2024-04-03 22:50:00,2024-04-04 00:23:00,Medium,Database,Infra_Team,1,0,93
1500,2024-01-08 17:37:00,2024-01-10 01:13:00,Low,Access,Infra_Team,1,1,1896
1501,2024-04-21 23:24:00,2024-04-22 03:54:00,Medium,Application,Infra_Team,1,0,270
1502,2024-01-30 11:10:00,2024-01-31 19:45:00,Medium,Network,Security_Team,1,1,1955
1503,2024-02-13 19:01:00,2024-02-14 14:35:00,Low,Application,Infra_Team,1,0,1174
1504,2024-04-04 02:55:00,2024-04-04 13:42:00,Low,Database,App_Team,1,0,647
1505,2024-02-22 01:08:00,2024-02-22 04:46:00,Medium,Network,DB_Team,1,0,218
1506,2024-03-16 16:05:00,2024-03-17 05:39:00,Low,Access,Support_Team,1,0,814
1507,2024-03-09 21:12:00,2024-03-11 07:18:00,Low,Access,App_Team,1,0,2046
1508,2024-03-11 21:26:00,2024-03-12 05:45:00,Low,Application,Infra_Team,0,0,499
1509,2024-01-24 08:18:00,2024-01-24 22:38:00,Low,Network,App_Team,1,0,860
1510,2024-06-06 17:26:00,2024-06-06 19:21:00,Medium,Application,Support_Team,1,0,115
1511,2024-04-13 17:06:00,2024-04-14 05:13:00,Low,Application,DB_Team,1,0,727
1512,2024-04-26 03:37:00,2024-04-26 04:48:00,Medium,Security,Support_Team,1,0,71
1513,2024-01-06 19:09:00,2024-01-06 20:21:00,High,Database,Infra_Team,1,0,72
1514,2024-04-07 05:45:00,2024-04-07 16:38:00,Medium,Database,Infra_Team,1,0,653
1515,2024-03-21 18:51:00,2024-03-21 19:04:00,Low,Application,App_Team,0,1,13
1516,2024-01-03 17:32:00,2024-01-04 07:57:00,Low,Access,DB_Team,1,1,865
1517,2024-03-14 02:09:00,2024-03-15 17:03:00,Low,Access,DB_Team,1,0,2334
1518,2024-05-05 17:25:00,2024-05-06 01:27:00,Low,Application,Security_Team,0,0,482
1519,2024-06-13 18:42:00,2024-06-13 19:42:00,Medium,Application,Security_Team,1,0,60
1520,2024-02-20 20:05:00,2024-02-20 23:58:00,Low,Application,Support_Team,0,1,233
1521,2024-03-04 11:51:00,2024-03-04 17:14:00,Medium,Application,App_Team,1,0,323
1522,2024-03-03 14:27:00,2024-03-03 15:05:00,Low,Application,Infra_Team,0,0,38
1523,2024-04-25 11:08:00,2024-04-25 17:44:00,Low,Application,Security_Team,0,0,396
1524,2024-02-21 17:08:00,2024-02-21 19:00:00,High,Application,Support_Team,1,2,112
1525,2024-03-19 13:25:00,2024-03-19 16:15:00,Low,Application,Support_Team,0,2,170
1526,2024-05-01 13:44:00,2024-05-01 21:45:00,Medium,Application,Infra_Team,1,0,481
1527,2024-04-01 20:33:00,2024-04-02 16:01:00,Low,Application,DB_Team,1,1,1168
1528,2024-04-10 12:53:00,2024-04-11 16:12:00,Low,Application,DB_Team,1,0,1639
1529,2024-05-22 22:57:00,2024-05-24 18:27:00,Low,Application,App_Team,1,0,2610
1530,2024-05-12 18:01:00,2024-05-13 05:17:00,Medium,Application,Infra_Team,1,0,676
1531,2024-02-17 20:15:00,2024-02-17 22:42:00,Medium,Application,Infra_Team,1,0,147
1532,2024-03-19 15:50:00,2024-03-21 12:15:00,Low,Application,Support_Team,1,1,2665
1533,2024-02-06 15:24:00,2024-02-08 00:45:00,Low,Application,Support_Team,1,0,2001
1534,2024-03-14 22:50:00,2024-03-15 04:40:00,Low,Database,Security_Team,0,0,350
1535,2024-03-24 01:14:00,2024-03-24 02:39:00,Medium,Database,Security_Team,1,0,85
1536,2024-03-25 02:43:00,2024-03-25 10:18:00,Low,Application,Infra_Team,0,0,455
1537,2024-02-28 06:02:00,2024-02-28 07:18:00,Low,Application,Security_Team,0,0,76
1538,2024-03-20 05:28:00,2024-03-20 06:25:00,Medium,Application,Support_Team,0,1,57
1539,2024-04-05 10:56:00,2024-04-05 17:48:00,High,Application,DB_Team,1,0,412
1540,2024-01-29 23:09:00,2024-01-30 03:03:00,Low,Network,Security_Team,0,1,234
1541,2024-01-13 09:28:00,2024-01-13 10:10:00,High,Security,DB_Team,1,0,42
1542,2024-04-01 10:20:00,2024-04-01 12:00:00,Low,Database,DB_Team,0,0,100
1543,2024-03-04 08:27:00,2024-03-04 13:43:00,Low,Application,Support_Team,0,0,316
1544,2024-01-24 12:01:00,2024-01-24 12:47:00,Low,Application,Security_Team,0,0,46
1545,2024-05-06 08:26:00,2024-05-06 18:22:00,Medium,Access,Infra_Team,1,0,596
1546,2024-05-10 17:39:00,2024-05-10 22:41:00,Low,Access,Infra_Team,0,1,302
1547,2024-01-19 10:57:00,2024-01-19 11:07:00,High,Security,DB_Team,0,0,10
1548,2024-01-07 04:18:00,2024-01-07 08:37:00,Low,Access,DB_Team,0,0,259
1549,2024-03-07 19:25:00,2024-03-07 22:40:00,High,Application,Security_Team,1,0,195
1550,2024-03-15 19:43:00,2024-03-16 00:55:00,Medium,Network,Infra_Team,1,0,312
1551,2024-01-29 21:43:00,2024-01-29 23:35:00,Low,Application,Support_Team,0,0,112
1552,2024-06-04 13:55:00,2024-06-04 17:45:00,Low,Application,Infra_Team,0,0,230
1553,2024-05-22 20:50:00,2024-05-22 21:20:00,Medium,Application,Infra_Team,0,0,30
1554,2024-02-19 16:45:00,2024-02-19 21:08:00,Low,Access,Infra_Team,0,1,263
1555,2024-01-28 19:58:00,2024-01-29 02:28:00,Low,Application,App_Team,0,0,390
1556,2024-04-02 07:06:00,2024-04-02 14:50:00,Medium,Application,Support_Team,1,0,464
1557,2024-05-05 04:01:00,2024-05-05 10:37:00,Medium,Security,Security_Team,1,1,396
1558,2024-06-23 03:42:00,2024-06-23 08:13:00,Low,Application,Security_Team,0,0,271
1559,2024-02-06 22:04:00,2024-02-07 09:03:00,Medium,Network,Support_Team,1,2,659
1560,2024-04-29 06:14:00,2024-04-29 07:32:00,Medium,Network,App_Team,1,0,78
1561,2024-04-29 16:54:00,2024-04-30 01:01:00,Medium,Application,DB_Team,1,0,487
1562,2024-04-26 14:37:00,2024-04-26 18:34:00,Medium,Database,Security_Team,1,1,237
1563,2024-05-12 16:37:00,2024-05-13 16:11:00,Low,Security,DB_Team,1,0,1414
1564,2024-02-29 04:25:00,2024-02-29 09:11:00,Low,Database,DB_Team,0,0,286
1565,2024-01-31 07:40:00,2024-02-01 00:54:00,Low,Application,Security_Team,1,0,1034
1566,2024-03-15 02:57:00,2024-03-15 05:34:00,Low,Application,DB_Team,0,1,157
1567,2024-05-30 21:02:00,2024-05-31 02:03:00,Medium,Application,DB_Team,1,0,301
1568,2024-03-04 22:03:00,2024-03-05 02:05:00,Medium,Application,Security_Team,1,0,242
1569,2024-02-25 23:43:00,2024-02-26 02:51:00,Low,Application,Security_Team,0,0,188
1570,2024-03-19 06:43:00,2024-03-19 09:30:00,Medium,Application,DB_Team,1,0,167
1571,2024-04-21 05:56:00,2024-04-21 06:50:00,Medium,Application,DB_Team,0,0,54
1572,2024-03-21 01:36:00,2024-03-21 04:03:00,Low,Application,Security_Team,0,0,147
1573,2024-02-11 06:09:00,2024-02-11 09:06:00,Low,Database,Support_Team,0,0,177
1574,2024-03-15 07:19:00,2024-03-16 04:16:00,Low,Network,DB_Team,1,0,1257
1575,2024-06-19 22:11:00,2024-06-20 13:53:00,Medium,Application,DB_Team,1,1,942
1576,2024-05-15 08:09:00,2024-05-15 09:04:00,Medium,Application,Security_Team,0,0,55
1577,2024-05-13 01:06:00,2024-05-13 10:41:00,Medium,Network,Security_Team,1,0,575
1578,2024-06-19 15:22:00,2024-06-19 15:54:00,Medium,Application,Support_Team,0,0,32
1579,2024-01-28 09:34:00,2024-01-28 20:45:00,Medium,Network,DB_Team,1,1,671
1580,2024-06-12 11:05:00,2024-06-13 00:29:00,Low,Database,Security_Team,1,0,804
1581,2024-04-26 20:55:00,2024-04-26 21:24:00,High,Application,App_Team,1,1,29
1582,2024-01-14 14:18:00,2024-01-14 14:54:00,High,Application,Infra_Team,1,0,36
1583,2024-01-30 14:25:00,2024-01-30 18:30:00,High,Access,Infra_Team,1,1,245
1584,2024-01-16 07:42:00,2024-01-17 00:20:00,Low,Application,Security_Team,1,0,998
1585,2024-02-22 01:11:00,2024-02-22 04:51:00,Medium,Database,Support_Team,1,0,220
1586,2024-06-04 02:16:00,2024-06-04 03:26:00,Low,Network,DB_Team,0,0,70
1587,2024-06-02 03:17:00,2024-06-03 09:42:00,Low,Database,DB_Team,1,0,1825
1588,2024-03-30 08:40:00,2024-03-30 12:48:00,Low,Application,Security_Team,0,0,248
1589,2024-04-23 02:31:00,2024-04-23 04:08:00,Medium,Application,Support_Team,1,1,97
1590,2024-03-19 00:29:00,2024-03-19 08:01:00,Low,Application,App_Team,0,1,452
1591,2024-03-08 07:09:00,2024-03-08 15:09:00,Low,Database,Security_Team,0,0,480
1592,2024-01-02 13:34:00,2024-01-02 19:01:00,Medium,Application,Infra_Team,1,2,327
1593,2024-03-16 08:14:00,2024-03-16 11:44:00,High,Access,DB_Team,1,0,210
1594,2024-02-19 16:34:00,2024-02-19 16:37:00,High,Network,App_Team,0,0,3
1595,2024-04-21 23:32:00,2024-04-22 00:21:00,High,Database,Support_Team,1,0,49
1596,2024-04-02 21:41:00,2024-04-02 23:35:00,High,Access,DB_Team,1,1,114
1597,2024-01-21 23:24:00,2024-01-22 07:44:00,Low,Database,Support_Team,0,0,500
1598,2024-04-29 23:38:00,2024-04-29 23:50:00,Medium,Access,Support_Team,0,0,12
1599,2024-03-09 19:55:00,2024-03-10 02:50:00,Low,Application,DB_Team,0,1,415
1600,2024-02-13 07:07:00,2024-02-13 07:25:00,Low,Database,Infra_Team,0,0,18
1601,2024-02-02 01:52:00,2024-02-02 05:07:00,Low,Application,Security_Team,0,0,195
1602,2024-02-11 06:04:00,2024-02-11 21:32:00,Low,Application,Support_Team,1,0,928
1603,2024-06-23 20:35:00,2024-06-24 02:12:00,Medium,Application,DB_Team,1,0,337
1604,2024-04-06 10:03:00,2024-04-06 12:20:00,Low,Access,DB_Team,0,0,137
1605,2024-05-23 03:05:00,2024-05-23 22:29:00,Low,Network,Support_Team,1,0,1164
1606,2024-04-06 17:58:00,2024-04-07 02:18:00,Medium,Application,DB_Team,1,0,500
1607,2024-04-01 16:00:00,2024-04-02 09:46:00,Low,Database,Security_Team,1,0,1066
1608,2024-05-01 09:11:00,2024-05-01 22:45:00,Low,Security,Security_Team,1,0,814
1609,2024-02-22 01:19:00,2024-02-23 09:04:00,Low,Database,DB_Team,1,0,1905
1610,2024-04-29 18:12:00,2024-04-29 18:36:00,Medium,Application,DB_Team,0,0,24
1611,2024-05-18 17:01:00,2024-05-19 14:03:00,Low,Network,App_Team,1,0,1262
1612,2024-02-06 04:32:00,2024-02-06 22:26:00,Low,Application,Support_Team,1,0,1074
1613,2024-05-29 03:49:00,2024-05-29 08:53:00,Low,Application,Infra_Team,0,0,304
1614,2024-02-20 03:01:00,2024-02-20 22:33:00,Medium,Application,Infra_Team,1,0,1172
1615,2024-03-22 08:18:00,2024-03-23 00:32:00,Medium,Application,DB_Team,1,0,974
1616,2024-06-09 03:18:00,2024-06-09 14:38:00,Low,Access,Security_Team,1,0,680
1617,2024-02-16 23:35:00,2024-02-17 04:10:00,Low,Application,App_Team,0,2,275
1618,2024-02-14 20:31:00,2024-02-15 04:34:00,Medium,Database,App_Team,1,0,483
1619,2024-02-15 00:00:00,2024-02-15 03:58:00,Low,Security,App_Team,0,1,238
1620,2024-01-09 07:50:00,2024-01-09 15:23:00,Medium,Application,App_Team,1,0,453
1621,2024-03-29 05:58:00,2024-03-29 11:48:00,Medium,Access,Infra_Team,1,1,350
1622,2024-06-19 16:55:00,2024-06-19 19:24:00,Medium,Access,DB_Team,1,0,149
1623,2024-02-27 09:48:00,2024-02-27 13:18:00,Medium,Security,Infra_Team,1,0,210
1624,2024-04-13 18:04:00,2024-04-13 18:54:00,High,Application,Security_Team,1,2,50
1625,2024-03-22 11:01:00,2024-03-22 16:36:00,Low,Application,App_Team,0,1,335
1626,2024-01-02 21:55:00,2024-01-02 22:29:00,Medium,Access,Security_Team,0,0,34
1627,2024-04-29 14:09:00,2024-04-29 15:57:00,High,Security,Support_Team,1,0,108
1628,2024-01-21 15:37:00,2024-01-23 08:56:00,Low,Application,Infra_Team,1,0,2479
1629,2024-03-09 02:34:00,2024-03-09 06:44:00,Medium,Security,Support_Team,1,0,250
1630,2024-06-19 04:34:00,2024-06-19 05:50:00,High,Application,Infra_Team,1,0,76
1631,2024-05-10 20:29:00,2024-05-11 13:10:00,Low,Application,DB_Team,1,1,1001
1632,2024-03-24 20:39:00,2024-03-26 00:48:00,Low,Database,DB_Team,1,1,1689
1633,2024-06-19 00:27:00,2024-06-19 00:47:00,Medium,Application,Security_Team,0,0,20
1634,2024-02-29 02:15:00,2024-02-29 02:43:00,High,Application,App_Team,1,0,28
1635,2024-06-28 20:31:00,2024-06-28 21:34:00,High,Database,Infra_Team,1,0,63
1636,2024-01-09 04:13:00,2024-01-10 06:07:00,Low,Application,App_Team,1,2,1554
1637,2024-06-07 13:55:00,2024-06-08 04:00:00,Low,Database,Support_Team,1,0,845
1638,2024-02-15 14:28:00,2024-02-15 17:00:00,Low,Application,Security_Team,0,0,152
1639,2024-05-21 12:44:00,2024-05-21 15:14:00,Medium,Application,DB_Team,1,0,150
1640,2024-02-24 07:08:00,2024-02-24 17:47:00,Medium,Network,DB_Team,1,0,639
1641,2024-03-04 09:22:00,2024-03-04 12:01:00,High,Database,Security_Team,1,0,159
1642,2024-06-12 20:32:00,2024-06-12 22:34:00,Medium,Application,DB_Team,1,0,122
1643,2024-01-12 15:39:00,2024-01-12 19:55:00,Low,Security,DB_Team,0,0,256
1644,2024-02-10 15:37:00,2024-02-10 19:01:00,Medium,Application,Infra_Team,1,0,204
1645,2024-03-25 14:39:00,2024-03-25 16:08:00,Low,Network,Infra_Team,0,0,89
1646,2024-02-17 15:42:00,2024-02-18 05:39:00,Medium,Application,Support_Team,1,0,837
1647,2024-03-31 23:53:00,2024-04-01 15:43:00,Low,Security,App_Team,1,0,950
1648,2024-05-08 23:43:00,2024-05-09 15:48:00,Medium,Application,DB_Team,1,1,965
1649,2024-04-20 01:59:00,2024-04-20 08:24:00,Medium,Database,Security_Team,1,1,385
1650,2024-02-21 08:23:00,2024-02-21 13:07:00,Low,Application,Infra_Team,0,0,284
1651,2024-04-26 18:44:00,2024-04-27 15:45:00,Low,Database,DB_Team,1,1,1261
1652,2024-02-19 10:40:00,2024-02-19 20:59:00,Low,Application,Security_Team,1,0,619
1653,2024-05-14 18:19:00,2024-05-14 19:49:00,Low,Application,Security_Team,0,1,90
1654,2024-01-26 09:09:00,2024-01-26 09:59:00,Low,Access,Support_Team,0,0,50
1655,2024-05-17 20:35:00,2024-05-18 12:41:00,Low,Database,Security_Team,1,0,966
1656,2024-01-04 15:56:00,2024-01-05 04:50:00,Low,Security,Security_Team,1,0,774
1657,2024-02-20 12:44:00,2024-02-20 12:57:00,High,Application,Infra_Team,0,0,13
1658,2024-03-23 10:30:00,2024-03-23 20:34:00,Low,Application,Infra_Team,1,0,604
1659,2024-04-03 03:39:00,2024-04-04 13:04:00,Low,Security,Security_Team,1,2,2005
1660,2024-03-13 19:21:00,2024-03-15 13:19:00,Low,Network,DB_Team,1,0,2518
1661,2024-06-18 03:41:00,2024-06-18 04:32:00,High,Database,DB_Team,1,0,51
1662,2024-05-12 02:01:00,2024-05-12 02:40:00,Low,Application,Support_Team,0,0,39
1663,2024-04-07 06:59:00,2024-04-07 10:39:00,Medium,Network,Security_Team,1,0,220
1664,2024-05-15 03:09:00,2024-05-15 14:34:00,Low,Network,Security_Team,1,0,685
1665,2024-03-19 15:11:00,2024-03-19 20:21:00,Medium,Security,Infra_Team,1,0,310
1666,2024-06-21 03:34:00,2024-06-21 07:02:00,High,Application,Security_Team,1,1,208
1667,2024-06-22 13:53:00,2024-06-22 16:28:00,Medium,Security,Support_Team,1,0,155
1668,2024-05-01 23:17:00,2024-05-02 18:56:00,Low,Application,Infra_Team,1,0,1179
1669,2024-04-03 00:21:00,2024-04-03 00:49:00,High,Database,DB_Team,1,0,28
1670,2024-01-14 17:01:00,2024-01-15 00:33:00,Low,Application,App_Team,0,0,452
1671,2024-04-10 06:48:00,2024-04-11 04:51:00,Low,Database,App_Team,1,0,1323
1672,2024-02-28 03:12:00,2024-02-28 08:57:00,Low,Access,Support_Team,0,1,345
1673,2024-02-15 16:58:00,2024-02-15 22:47:00,Low,Network,App_Team,0,0,349
